"market" "Gold" "Rkfree"
"1983-05-01" 0.128436976735268 0.0897676974055757 -0.070730491385492
"1983-06-01" -0.0610512924729658 -0.114153267605804 0.0637618220693987
"1983-07-01" 0.0194491622514428 -0.00301140257689125 0.01733145635164
"1983-08-01" -0.0999410567447607 -0.078553667455592 0.0600180097262526
"1983-09-01" 0.0188330080242407 -0.0171742471908729 -0.00540834200926099
"1983-10-01" 0.0630395180648708 -0.0050016105989048 -0.0534648479010587
"1983-11-01" 0.0183282315894355 0.0898461395034444 -0.031379681003481
"1983-12-01" -0.0290001451999999 -0.105920504039552 0.0461442876575249
"1984-01-01" -0.0293747280476344 -0.0350735070343466 0.0145497810147317
"1984-02-01" 0.00434106255505906 0.0656956289486574 -0.0122975278104063
"1984-03-01" -0.0615458798998052 -0.047880942877228 0.0331888868417822
"1984-04-01" -0.0532743643951048 -0.0851820477492269 0.0519459649208902
"1984-05-01" 0.0210866461382411 0.0201723112184888 0.00206398422085119
"1984-06-01" -0.0638702534301068 -0.0398374236683718 0.0102565001671895
"1984-07-01" 0.00588020549612489 -0.0797375853283682 -0.0061412680220827
"1984-08-01" -0.0627174606149121 -0.0513581442653943 0.0684451513582371
"1984-09-01" 0.0449961922314066 -0.0357557599801148 0.0227497963009813
"1984-10-01" 0.0405333363124218 0.0118397017250236 -0.042111485350127
"1984-11-01" 0.144273368789170 0.113404393752983 -0.126989508343289
"1984-12-01" 0.0406352457908423 0.00392918176212254 -0.0689135976353898
"1985-01-01" 0.0869990554984179 0.0660926611620329 -0.0714589639821446
"1985-02-01" 0.032179851936422 -0.108566372332267 0.0449513878622660
"1985-03-01" -0.0303752578780752 0.078924468312033 0.0558008247093658
"1985-04-01" 0.049942233504316 0.0364103265154769 -0.0606967953215722
"1985-05-01" 0.0341974959829003 0.0271871979784737 -0.050325083887516
"1985-06-01" 0.158508285795371 0.110801549488846 -0.0989296253275358
"1985-07-01" 0.0378928579978828 0.0518222568092046 -0.0215991118034617
"1985-08-01" -0.0582565119032867 -0.0391872813276579 0.0565921853111699
"1985-09-01" 0.000149047890988241 -0.000508695323585551 -0.0222540477302784
"1985-10-01" -0.00391345491882822 0.00931814929748098 -0.011315537992576
"1985-11-01" 0.0104160022254769 -0.0232793140299901 0.0238943201994362
"1985-12-01" 0.0372714684674551 -0.00369827330815253 0.00829880281469508
"1986-01-01" 0.0668235605777832 0.0922973882782316 -0.0222850447894349
"1986-02-01" 0.0348204752699375 -0.0216864874617388 -0.0141846349919565
"1986-03-01" 0.0564711714337638 0.0214469976353295 -0.0042949242828807
"1986-04-01" 0.138530741242010 0.101389301787817 -0.0963149886163477
"1986-05-01" 0.0354585150670397 0.0279708600415203 -0.0353734629725808
"1986-06-01" 0.00105372482193911 -0.0298109125873927 0.0401016041685267
"1986-07-01" 0.0881033077740079 0.0904682681637934 -0.0599369652246726
"1986-08-01" -0.032966011400831 0.110747779231537 -0.0374193316073499
"1986-09-01" 0.162259246472030 0.201319454128051 -0.105938383342211
"1986-10-01" -0.0619130742414207 -0.0538834532375203 0
"1986-11-01" 0.0470617875903845 -0.0329437205832448 0.00384615858747828
"1986-12-01" -0.0263804772989216 -0.0414433615036385 0.0395159596862793
"1987-01-01" -0.0341966586746942 0.00607519070818241 0.0237021123067882
"1987-02-01" 0.104118047856293 0.00251707492250874 0.0107527917762620
"1987-03-01" 0.0468625434339767 0.0600948190498769 -0.0234456185746807
"1987-04-01" 0.0217180286409642 0.0629216161533108 0.0108893997992681
"1987-05-01" -0.0257617816877391 -0.0157486071141926 0.0107720969819112
"1987-06-01" -0.0114696742795153 -0.0259374061632776 0.0176995770994011
"1987-07-01" 0.054822331231889 0.0439991558442145 -0.0105821093305372
"1987-08-01" -0.0230107061584484 -0.0900460254118336 0.0701742065327826
"1987-09-01" 0.0066878561883077 0.00186037924082827 0.0115038244814847
"1987-10-01" -0.0679638184814255 -0.0600054112064754 0.0800427076735364
"1987-11-01" -0.0814952912112095 0.214591362641513 -0.165273140292171
"1987-12-01" -0.0849292970181696 -0.00466922751923859 -0.0125337361472566
"1988-01-01" 0.0404468361909478 -0.113181146983655 0.0577588341521924
"1988-02-01" 0.0346102232878442 -0.0339449174504345 -0.0381328696954439
"1988-03-01" 0.0537441218683896 0.0768748070593959 -0.00709222830949185
"1988-04-01" -0.082653341302967 -0.0576610853141217 0.0401099973381653
"1988-05-01" -0.0174282772371817 -0.0241902057765524 0.0385630347343107
"1988-06-01" -0.0427481800558931 -0.104664212977930 0.0621714125347335
"1988-07-01" 0.00661703918608425 -0.0117164329604724 0.0122889411343514
"1988-08-01" -0.0519236763893436 -0.0744410997908109 0.0535045881324181
"1988-09-01" -0.104419796931248 -0.127519809681034 0.0521612244290159
"1988-10-01" 0.0547144537955826 0.04432308043349 -0.00550965581096952
"1988-11-01" 0.0141891235174549 0.0107147168103525 0.0137176362287992
"1988-12-01" -0.0909995854497212 -0.096834064379649 0.0671746891678926
"1989-01-01" -0.0259808289033328 -0.0766924688923987 0.0362766482201322
"1989-02-01" 0.0482736832153541 -0.0457899207550869 0.027863704486935
"1989-03-01" -0.0682305436845354 -0.0439284850060364 0.0340608380729597
"1989-04-01" 0.0135035896270521 -0.033161183291627 0.0183071474443564
"1989-05-01" 0.064990181706098 -0.0196746519451407 -0.0229367853430986
"1989-06-01" 0.0418895887139747 0.031647612918583 -0.00116076623596229
"1989-07-01" 0.0686932982570996 0.0645592294447193 -0.0772398256375153
"1989-08-01" 0.11759945036479 0.0202471455711715 -0.0435966475057583
"1989-09-01" -0.00107949986883948 -0.0112485613344768 0.0296987611447497
"1989-10-01" -0.0119276541819091 0.019917656397602 0.00380952841666771
"1989-11-01" -0.0139071722064434 0.0979488444238719 -0.0140397966674826
"1989-12-01" 0.0599240171858129 0.0149879697877027 -0.0326612963784982
"1990-01-01" 0.0188928551025755 0.0278194097519968 0.00661815784247821
"1990-02-01" -0.113292434816522 -0.0413365196166837 0.0234691345408469
"1990-03-01" 0.00551952548091217 -0.107513527852284 0.00642262965646756
"1990-04-01" 0.0216019812534234 0.00181127351345056 -0.0038486256612944
"1990-05-01" -0.0370619298664052 -0.0306976612913252 0.0178348676360343
"1990-06-01" 0.119727469576955 0.000430288902602882 -0.0307716586667537
"1990-07-01" -0.0178002123273417 0.0477186443745108 0.00778214044205505
"1990-08-01" 0.0309787002553428 0.082883451600324 -0.042222630422347
"1990-09-01" -0.0915992620508272 0.0559376064530404 -0.00405132221917848
"1990-10-01" 0.0102677228449095 -0.0375759889209193 -0.0358165005339059
"1990-11-01" -0.014185634845181 0.0252826687466687 -0.0112836176020272
"1990-12-01" 0.0541392181024465 0.00350172201408760 0
"1991-01-01" 0.0946229865148076 0.0336762624366187 -0.0873982990296669
"1991-02-01" 0.123469260070713 0.0648125614539463 -0.0738698485664555
"1991-03-01" 0.0620076481671898 -0.0345175576030836 0.0148886124937506
"1991-04-01" 0.0579484983991989 0.0615979242710418 -0.0557106070140057
"1991-05-01" 0.0628667323238279 0.0463230812462303 -0.0389429739486076
"1991-06-01" 0.00945375030296125 0.0110469504127289 0.0107720969819112
"1991-07-01" -0.0228996124862455 -0.0114662260567924 -0.00357782134788387
"1991-08-01" 0.0294430381109427 -0.0381218232822655 -0.0053908486348766
"1991-09-01" 0.0514819719598514 0.0599314806316864 -0.0385722747862396
"1991-10-01" 0.0384340438949979 0.0531445458022328 -0.0459851132418234
"1991-11-01" 0.0765282109611081 0.0955530992556384 -0.0710959216837301
"1991-12-01" 0.0554189472352864 0.0452437837590225 -0.0810958936581951
"1992-01-01" 0.216242376447024 0.128360340143877 -0.126381540911615
"1992-02-01" -0.0135045511416279 0.00236676069358643 -0.00519481687710388
"1992-03-01" -0.0411891837352116 -0.0811121531720507 0.0482940093589561
"1992-04-01" -0.0151558287684941 -0.0108057400095174 -0.0049751346401139
"1992-05-01" 0.119883500546549 0.102971818882688 -0.0995585930417184
"1992-06-01" -0.0210267345110164 -0.0151927535547696 0.0325231917055602
"1992-07-01" 0.0441598427379595 0.0960261922162267 -0.0548082364949951
"1992-08-01" 0.142359932968982 0.0620477290237358 -0.113216015598135
"1992-09-01" -0.0151182608233176 0.032455439643867 -0.00632913505164745
"1992-10-01" 0.188580848940402 0.159717608015491 -0.188052231502940
"1992-11-01" -0.127191002421308 -0.157587539979868 0.142589857426182
"1992-12-01" -0.082215694061049 -0.106733666032313 0.101032225231568
"1993-01-01" 0.0886644010304507 0.0724598935627827 -0.0780427070068694
"1993-02-01" 0.0764853081869741 0.0515568500555079 -0.0602188599930549
"1993-03-01" -0.0182475882698516 0.0135662190354853 0.0170944333593002
"1993-04-01" 0.0356759544106677 0.0647844408570264 -0.0170944333593002
"1993-05-01" -0.0071652552047865 0.0736928049351058 -0.0103987072208984
"1993-06-01" -0.0321728719499603 -0.054899631477058 0.0575454856466004
"1993-07-01" 0.0059288796171233 0.0763301688779807 -0.0165841280155352
"1993-08-01" -0.0238907438220941 -0.104550734210654 0.0264041741965106
"1993-09-01" 0.0482075979838719 -0.0244207125218621 -0.0197374828383214
"1993-10-01" 0.0263107206706501 0.0692525530048276 -0.0303564624805939
"1993-11-01" -0.0300205682397792 -0.0433201549560831 0.0468312996840989
"1993-12-01" -0.0316970080667931 0.0352876745573425 0.0162078102268535
"1994-01-01" 0.0337165339222842 -0.00673825225443281 -0.0260601066698651
"1994-02-01" 0.0300109289548356 0.00961229338019987 0
"1994-03-01" -0.17350086163598 -0.121487670116851 0.141339116693058
"1994-04-01" -0.101340646016271 -0.0781335453957828 0.0448254313800642
"1994-05-01" -0.0371910959066515 -0.0396215626823944 0.0688102064028744
"1994-06-01" -0.0566491498009905 -0.0650982905272057 0.0667738725393905
"1994-07-01" -0.0276832027561711 -0.0133963968384507 0.00238948739738154
"1994-08-01" 0.0114001770772598 -0.0167053370041159 0.0212522756596589
"1994-09-01" -0.0329390052407386 -0.0356575477592307 0.0589740024595511
"1994-10-01" -0.0633345573941921 -0.0671358822138897 0.0388817875442073
"1994-11-01" -0.0591390947368502 -0.0754582615602313 0.0735024619929268
"1994-12-01" -0.131007297380152 -0.0900540646079655 0.0884866661679524
"1995-01-01" 0.0278652020861372 -0.0146492620553851 -0.00542006746933921
"1995-02-01" -0.038885337801968 -0.0591858176521736 0.0631789016215316
"1995-03-01" 0.0542617103651983 0.0629663391805144 -0.0223569071012764
"1995-04-01" 0.0433026770824898 0.00473327481844299 -0.0104896066710194
"1995-05-01" 0.0226717771767722 -0.0158379370693527 0.00175592670226488
"1995-06-01" 0.0706129039605143 0.0410319377556061 -0.0339015516756815
"1995-07-01" 0.0379585585819102 0.0031800886511526 -0.0127855622969717
"1995-08-01" 0.0226803971564671 -0.00261199051466932 0
"1995-09-01" 0.039225501757256 0.0360548314120732 -0.0317486983145805
"1995-10-01" 0.0350209949514872 0.000280466617941233 -0.00380228594973842
"1995-11-01" -0.00895683484081 0.000123782802601058 0.0132452267500207
"1995-12-01" 0.0438732748521353 0.00397752950752661 -0.00565505748334516
"1996-01-01" 0.0847987689535794 0.108830361445292 -0.0623984057616707
"1996-02-01" 0.0443903585240328 0.00407159432948245 -0.0162275366217568
"1996-03-01" 0.0153679341769648 -0.00463670336653688 -0.00615386557437803
"1996-04-01" -0.0199602193065871 -0.0472046762660436 0.0343815461992454
"1996-05-01" 0.0132995304170269 0.0100816168430502 -0.0120001440031106
"1996-06-01" -0.00207621322946694 -0.0440268149315843 0.0218914214818533
"1996-07-01" 0.0141769726365049 0.0105720870128352 -0.00197044398729873
"1996-08-01" -0.0449121359725484 -0.00266074799281624 0.00589972212718815
"1996-09-01" -0.00835998486499356 -0.0352895372251689 0.0155645165411116
"1996-10-01" 0.0925349274178164 0.0427036079161129 -0.0413852161628543
"1996-11-01" 0.0110841300597619 -0.0318543292477513 0.0100100935951004
"1996-12-01" 0.0883948469780322 0.0105281627322618 -0.0160646025038065
"1997-01-01" -0.0482032941763781 -0.0885041902912016 0.0220229120874371
"1997-02-01" 0.081252057145904 0.0531833211420387 -0.0159684031787310
"1997-03-01" -0.0130111292838486 -0.0534321302363705 0.0238579904538940
"1997-04-01" -0.0595460878405303 -0.0369054735285264 0.0136587489310400
"1997-05-01" 0.0635866494788953 0.0295540890698713 -0.0136587489310400
"1997-06-01" 0.121009547673256 0.0303415923579917 -0.0628372840590667
"1997-07-01" -0.0133666972973472 -0.0896159133745147 0.0647999932269154
"1997-08-01" 0.0552037011387387 -0.00893401859263143 0.0058651194523982
"1997-09-01" -0.00515045750212928 0.0362520183371176 -0.0157174158954099
"1997-10-01" 0.047544026140443 -0.0463753664323709 -0.0179825025504323
"1997-11-01" -0.045170537190417 -0.0758545471001166 0.027834798993444
"1997-12-01" 0.0393594253773299 -0.0239773118407669 -0.00196270916784869
"1998-01-01" -0.0153179078943351 0.037106504111309 0.0155948579579064
"1998-02-01" 0.0421408353748436 -0.00914696036986418 -0.0155948579579064
"1998-03-01" 0.0297332331867317 -0.00356262723508549 0.0155948579579064
"1998-04-01" 0.0955475212585635 0.0711704000619264 -0.0394528484118004
"1998-05-01" 0.0298038061099588 -0.0383348994151589 -0.0182746202434816
"1998-06-01" -0.0230379872601485 0.0132609397918115 -0.00410678195265324
"1998-07-01" 0.0330834702918834 -0.0438140710204411 0.0183491386681964
"1998-08-01" -0.0359854463456653 -0.0590038614653643 0.0040322635279384
"1998-09-01" -0.0712388029236661 0.113207043977099 -0.0410735352082876
"1998-10-01" 0.136121969981195 0.141513312585495 -0.144068897927308
"1998-11-01" 0.0791662682181287 -0.0348935736997731 0.0403376157265753
"1998-12-01" 0.0372722965049852 -0.0433426593631867 0.0184337016888381
"1999-01-01" 0.0462475578350232 -0.0048715117457081 -0.00228571528085597
"1999-02-01" 0.0267963795898123 -0.00334696878034602 0.00911168035125587
"1999-03-01" -0.0671908277468289 -0.0646573395652772 0.0378243086673389
"1999-04-01" 0.108595964287687 0.0883481051049408 -0.0630839754265768
"1999-05-01" 0.00947282162327623 -0.101397974637390 0.0365337433324560
"1999-06-01" -0.063367497081362 -0.0464811227877273 0.0177782460212839
"1999-07-01" 0.0582536133838101 -0.027492877672171 0.00658619285285678
"1999-08-01" -0.0564212232344765 -0.0204888134985231 0.0173540146931517
"1999-09-01" -0.033635279345005 0.124057941229435 0.0359067084632441
"1999-10-01" -0.0138441257780044 0.0234204122793982 -0.0230860200341827
"1999-11-01" -0.00164317040670103 -0.0819946550550548 0.0557419830082353
"1999-12-01" 0.00787989207945117 -0.0275933217048001 0.0238106486937184
"2000-01-01" 0.00752493149098088 -0.0570260365645212 0.0327898228229908
"2000-02-01" -0.0838457214756165 -0.0158853900730149 0.0517675652050722
"2000-03-01" -0.0305512353338699 -0.0682426803625422 0.00896866998276047
